Serial No.,College Name,Scholarship Info
125,Centurion University of Technology and Management - [CUTM],Scholarship for B.Tech and MBA
125,Centurion University of Technology and Management - [CUTM],
125,Centurion University of Technology and Management - [CUTM],
125,Centurion University of Technology and Management - [CUTM],
126,Sharda University,"For bsc in radiology, in here sharda we pay 2 lakhs 12 thousand for 1st year, 2 lakhs 7 thousand for 2nd year and 2 lakhs 4 thousand for 3rd year. All types of fees are included in this only. And in 1st year 30 thousand is the admission charge which is itself included in 2 lakhs 12 thousand."
126,Sharda University,The fee structure of Anand engineering college was good . The tution fees was around 85000 . The registration was about 5000 and the examination fees was about 6000 .there is some qouta there where your tution fees was completed waived . I have four friends whose tution fees was waived
126,Sharda University,Students with expctional performance will receive a scholarship There is sports scholarship also There is special category scholarships Fees MSc 120000 to 150000 Other fees Registration fees - 10000. ( one time) Examination fees - 5000
126,Sharda University,"I am 1 year student I want to say that faculties are soo good or cooperative , and the most important thing is inside the campus we have hostel which is sharda hostel so we don't go to other outside hospital for our clinical and practice we learn all the things inside our college Campus in sharda hospital And the teachers are also cooperative . The drees code are fix only for clinical days otherwise we have to wear what we want in descent ways , the college Campus is soo big and we have some other extra Curricular activities also like art and dancing singing and gaming we have ai class also in this course so we have to learn both bookish and degital both . You also got scholarship if you have to score good in your semister exam"
126,Sharda University,One year fess 165000 increase 10% every year and If you scored more than 90% you get 60% scholarship as well . Admission fees 30000? and annual examination fees 12000? and also hostel facility 130000? with non AC room and 170000? with AC room
127,SVKM's Narsee Monjee Institute of Management Studies - [NMIMS University],The fee structure for five year cousins is that 250000 has to be paid yearly for 5 years. The school is Gujarati language based so no other scholarship is applicable. Only Gujarati students have admission through quota
127,SVKM's Narsee Monjee Institute of Management Studies - [NMIMS University],Yearly its 3lakh 25thousnad and it doesn't increase And there is no such scholarship in nmims they provide emi option to pay the fees so one can go for that and the total course fee would be nearly 9-10lpa
127,SVKM's Narsee Monjee Institute of Management Studies - [NMIMS University],The tution fees is 272000 but initially it was 20k less. The fees is increasing every year. The fees is to be paid in full one time payment and no installment system is available. If the fees is not paid after a certain number of remainder the student is not allowed to give the exams itself.
127,SVKM's Narsee Monjee Institute of Management Studies - [NMIMS University],Since this is a private college there isn't many scholarships opportunities but you can always opt for loan and particularly for vile parle branch you can get loan at a lower interest rate but there isn't any scholarship for students
127,SVKM's Narsee Monjee Institute of Management Studies - [NMIMS University],"No, they do not increase fees and all good 240000 was my total tution fee and I think this is not that high even a middle-class family also can afford Scholarships are available for OBC and stsc category students and they can easily apply from the college itself Yeah I was an event manager over there"
128,K.R. Mangalam University,"K.R. Mangalam University offers various scholarships to deserving and meritorious students. The scholarships at K.R. Mangalam University are offered on First-Cum-First-Basis. Further, the university is offering these scholarships to the first 100 students only. Scholarships at K.R. Mangalam University are classified under three categories as mentioned below:"
128,K.R. Mangalam University,Check More: K.R. Mangalam University Courses & Fees
128,K.R. Mangalam University,Table of Content
128,K.R. Mangalam University,
128,K.R. Mangalam University,K.R. Mangalam University offers various categories of scholarships at the undergraduate level. This scholarship is applicable to students taking admissions to various UG courses offered by K.R. Mangalam University. The scholarship will be awarded on the basis of overall aggregate marks obtained in the last qualifying examination for the first year only. K.R. Mangalam University Undergraduate scholarships are further categorized as follows:
129,Galgotias University - [GU],For taking addmission in the galgotias University you have to pay 1200 for registration and next you have to pay 25000 for seat reservation after this before the session starts you have have to pay remaining amount of one year like tution fees 125000 caution fee 2000(non-refundable) generating id card fee1000 examination fee 15000 if you want student council like management club or others club you have to pay 40 rupees and the galgotias University also conducted scholarship program those who are interested give the exam which conducted by galgotias University after merit list scholarship given to you galgotias University also accept student credit card .
