Serial No.,College Name,Company,Package,Job Roles,Headings
79,University of Petroleum and Energy Studies - [UPES],Linde,4.5- 6 LPA,Data Engineering,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],Ludo Japa,4.5 LPA,Associate Professor,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],LUPIN PHARMA,10 LPA,GET,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],MPI,45452 LPA,Associate,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],OMICS International,45516 LPA,Stack Developer,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],Phillipe Ca,14 LPA,Software Engineer,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],Phopn,5 LPA,Business Development Executive,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],POS POWERTRONICS,6.5-7.10 LPA,Councellor,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],Post Technologies Pvt. Ltd,10 LPA,Mean Stack Developer,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],PRATIAN,16 LPA,Software Engineer,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],SAP Labs India,NA,Associate-International Student Welfare and Experience/Academic Happiness Officer,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],SAP Labs India,NA,SAP Scholar 2 years program and Integrated Master's Program,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],SHRIRAM,6.5 - 7 LPA,Councellor,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],To The New,4.5 - 6 LPA,"Data Engineering, DevOps, JVM","Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],VARROC GROUP,11.5 LPA,GET,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],VOITH,5 LPA,Business Operation Executive,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],Wipro,7.8 LPA,Junior Business Analyst,"Name of the Company, Package Offered, Job Role"
80,Vardhaman College of Engineering - [VCE],No data found,No data found,No data found,No data found
81,BMS Institute of Technology and Management - [BMSIT],No data found,No data found,No data found,No data found
82,B. N. M. Institute of Technology - [BNMIT],No data found,No data found,No data found,No data found
83,KLE Technological University,No data found,No data found,No data found,No data found
84,RMK Engineering College - [RMKEC],No data found,No data found,No data found,No data found
85,MIT World Peace University - [MIT-WPU],Highest Package,INR 51.36 LPA,No data found,"Particulars, Placements Statistics 2023"
85,MIT World Peace University - [MIT-WPU],Average Package,INR 7 LPA,No data found,"Particulars, Placements Statistics 2023"
85,MIT World Peace University - [MIT-WPU],Median Placement Rate,80%,No data found,"Particulars, Placements Statistics 2023"
85,MIT World Peace University - [MIT-WPU],B.Tech,INR 44.14 LPA,No data found,"Particulars, Placements Statistics 2023"
85,MIT World Peace University - [MIT-WPU],Integrated B.Tech (After 10th),INR 44.14 LPA,No data found,"Particulars, Placements Statistics 2023"
85,MIT World Peace University - [MIT-WPU],BCA Science,INR 10 LPA,No data found,"Particulars, Placements Statistics 2023"
85,MIT World Peace University - [MIT-WPU],BBA,INR 11.17 LPA,No data found,"Particulars, Placements Statistics 2023"
85,MIT World Peace University - [MIT-WPU],B.Des,INR 20 LPA,No data found,"Particulars, Placements Statistics 2023"
85,MIT World Peace University - [MIT-WPU],B.Com,INR 11.75 LPA,No data found,"Particulars, Placements Statistics 2023"
85,MIT World Peace University - [MIT-WPU],MBA,INR 30 LPA,No data found,"Particulars, Placements Statistics 2023"
85,MIT World Peace University - [MIT-WPU],M.Tech,INR 24 LPA,No data found,"Particulars, Placements Statistics 2023"
85,MIT World Peace University - [MIT-WPU],MCA,INR 8 LPA,No data found,"Particulars, Placements Statistics 2023"
85,MIT World Peace University - [MIT-WPU],M.Com,INR 5 LPA,No data found,"Particulars, Placements Statistics 2023"
86,Vishwakarma Institute of Information Technology - [VIIT],AB Knowledge Systems,INR 5.5 LPA,CAD Engineer,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Accelirate Softech Pvt. Ltd,INR 3.5 LPA,Automation Developer,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Accelnomics Technologies Pvt Ltd,INR 6.5 LPA,Automation Engineer,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],AI Unika technologies,INR 6.5 LPA,Flutter Developer,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Alphawave Semi India,INR 10 LPA,Design for Testability Engineer,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Attica Global,INR 4.5 LPA,International Sales Associate,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Aviotron Aerospace,INR 3.8 LPA,Mechanical Engineer,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Ayaan & Symtronics,INR 8 LPA,Graduate Engineer Trainee,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Black & Veatch,INR 7 LPA,Graduate Engineer Trainee,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Duracool Airconditioning,INR 2.16 LPA,Graduate Engineer Trainee,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Duroshox Private Limited,INR 4.2 LPA,Graduate Engineer Trainee,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Eaton,INR 7.9 LPA,Associate Engineer,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Emerson,INR 5 LPA,Graduate Engineer Trainee,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],EPAM,INR 8 LPA,Software Developer,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Experis IT,INR 3.5 LPA,Fiber Engineer,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],FIS Global,INR 7 LPA,NA,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],GM Manufacturing Services,INR 3 LPA,Design Engineer,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Godrej & Boyce,INR 7.25 LPA,Graduate Engineer Trainee,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],HCL Technologies,INR 4.5 LPA,GEO-Mech,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],HEXAWARE TECHNOLOGIES,INR 6 LPA,Full Stack Programming,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],InnoGlobal Automation & Engineering Solutions Pvt. Ltd.,INR 3.6 LPA,Automation Engineer,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],IntelligentDx,INR 4.2 LPA,Net Developer,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Intellipaat Software Solutions,INR 9 LPA,Business Development Associate,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],IOPEX Technologies,INR 4 LPA,Trainee Network Engineer,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],ITC,INR 4.62 LPA,Graduate Engineer Trainee,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Kalyani Forge Limited,INR 3 LPA,Mechanical Engineer,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Kirloskar Ebara Pumps Ltd.,INR 3.52 LPA,"Mechanical Sales, R&D, Manufacturing","Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Kirloskar Pneumatic,INR 5.5 LPA,Graduate Engineer Trainee,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],KSB Tech,INR 3.6 LPA,Software Developer,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Lear Corporation,INR 6 LPA,Graduate Engineer Trainee,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],LG Electronics,INR 7.37 LPA,Mechanical Engineer,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Linamar India,INR 6 LPA,Mechanical Engineer,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Mercedes-Benz Research,INR 8 LPA,R&D,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Mobisoft Infotech,INR 5 LPA,Software Development,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Photon Legal,INR 5.5 LPA,Intellectual Property,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Plural Technology,INR 4.5 LPA,Associate Software Engineer,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Red Hat,INR 12 LPA,Graduate Trainee,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Regal Rexnord Corporation,INR 6.5 LPA,CAD and CAE Engineer,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Saini Electrical & Engineering Works,INR 5.2 LPA,MARKETING ENGINEER TRAINEE,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Siemens Energy,INR 5 LPA,Graduate Engineer Trainee,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],SMS group,INR 5.5 LPA,Design Engineer,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],SPX FLOW Technology,INR 7 LPA,Graduate Engineer Trainee,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Syngenta,INR 10 LPA,Data Analytics,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Tarana Wireless,INR 10 LPA,Software Developer,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Tata Autocomp,INR 5 LPA,Graduate Engineer Trainee,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Tata Communication,INR 5.5 LPA,Graduate Engineer Trainee,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Tata Technologies,INR 4.5 LPA,Graduate Engineer Trainee,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],TE Connectivity,INR 5.5 LPA,Mechanical Engineer,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Teachnook,INR 5 LPA,Marketing Engineer,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Tech Mahindra,INR 5.5 LPA,Graduate Engineer Trainee,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Volkswagen Group,INR 5 LPA,Software Engineer Trainee,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Wiley Edge,INR 9 LPA,Software Developer,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Xpressbees,INR 6 LPA,Software Developer-Intern,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
86,Vishwakarma Institute of Information Technology - [VIIT],Zensar,INR 10 LPA,Software Developer-Intern,"Name of the Company, Package Offered (LPA), Job Role, Branches Eligible"
87,Anurag University,No. of Offers,900+,No data found,"Particulars, Placement Statistics 2024"
87,Anurag University,Highest Package,INR 20 LPA,No data found,"Particulars, Placement Statistics 2024"
87,Anurag University,Average Package,INR 4.5 LPA,No data found,"Particulars, Placement Statistics 2024"
