Serial No.,College Name,Info
146,VIT Bhopal University,"VIT Bhopal Admission 2024 is open. Admission to various courses offered at VIT Bhopal is based on entrance exam scores. VIT Bhopal accepts valid scores in exams such as VITEEE, VITMEE, VITREE etc. VIT Bhopal campus was established in the year 2016 and is approved by UGC. VIT Bhopal University offers B.Tech, B.Com, BBA and B.Sc programs at the UG level and MCA course at the PG level. | Read More: VIT Bhopal Fees Structure"
147,Acharya Institute of Technology - [AIT],"Table of Contents: | Acharya Institute of Technology Admission is entrance based. The institute offers B.Tech, M.Tech, MBA, and MCA courses. Acharya Institute of Technology offers MBA program for a duration of 2 years duration. Admission for the programs can be done through KMAT/ PGCET Score. For admission to the BE course, Acharya Institute of Technology considers KCET score followed by KCET Counselling."
148,MVJ College of Engineering - [MVJCE],MVJ College of Engineering (MVJCE) is considered among the top-notch Engineering colleges of Bangalore. Around 22000 engineers have graduated from the college till date.
149,DIT University - [DIT],"DIT University was founded in 1998, and in 2013, the UGC granted it the status of a State Private University. The institution provides more than 70 undergraduate, graduate, certificate, postgraduate, and doctorate courses in a variety of subject areas, including applied science, engineering and technology, architecture and design, and economics. Moreover, regulatory organizations such as the Pharmacy Council of India (PCI), the Council of Architecture (COA), and the All India Council for Technical Education (AICTE) have authorized the DIT University courses. The official website of DIT University has application forms for every course it offers. Check DIT University Courses & Fees"
150,Bharath University - Bharath Institute of Higher Education and Research - [BIHER],"Bharath Institute of Higher Education and Research (BIHER) also known as Bharath University, is accredited by NAAC with ‘A’ grade and approved by AICTE. Bharat University, established in 1984, offers courses at UG and PG level in various specializations. It also offers Ph.D., M.Phil, and MS by Research. Apply | BIHER has an 'A' accreditation by NAAC making it a very reputed institute. With 100% placement and multiple ranking in NIRF by the MHRD like 2nd place in outreach and inclusivity in India, BIHER Chennai is one of the best institutes for the courses it offers. It is truly an institute for an increasingly globalizing world."
151,GLA University,"GLA University offers BA, B.Sc, B.Com, B.Tech, B.Pharm, BBA, and B.Ed courses at the UG level. The PG programs offered by the University are M.Pharm, MBA, MCA, and M.Sc. GLA University also offers PhD in various specializations along with Lateral Entry and integrated (BA-LL.B & B.Com-LL.B) programs. Students can register themselves for admission by visiting the official website of the University."
152,J.S. University - [JSU],"J.S. University is a UGC-recognized university located in Shikohabad, Uttar Pradesh and was established in 2015. The university offers higher education in faculties of Sciences, Arts & Social Sciences, Agriculture, Education, Commerce, Management, Hotel Management, Engineering, Law, Paramedical Sciences, Library Sciences, etc. Candidates can opt for UG, PG and Research level courses at J.S. University."
153,Amity University,"Amity University, Mumbai Campus is located in Maharashtra and is recognized by the University Grants Commission (UGC). The campus offers a variety of courses in various fields of education. Amity University Mumbai offers courses like B.Sc., Bachelor of Statistics, B.Arch., B.Plan., Bachelor of Interior Design, B.Com., B.A., BCA, B.Tech, B.Voc., B.Des., BFA, BSW, BT&TM, B.A. LL.B, BBA LL.B, B.Com LL.B and BBA courses at the UG level. The campus also offers M.Sc., M.Tech., MCA, M.A., ME&SD, Post Graduate Diploma, M.Des., MFA, MSW, LL.B, LL.M., MBA and M.Voc. courses at the PG level. At the doctoral level, the campus offers Ph.D. in 9 different specializations. | Read More: Amity University Mumbai Fees Structure"
154,NIMS University,"NIMS University was established in the year 2008. It offers UG, PG and doctoral level courses in various specializations in the field of Medicine, Dental, Nursing, Engineering, Management Studies, Computer science & Information Technology, Pharmacy, Basic & Applied Sciences, Advanced Sciences, Law, Architecture & Planning, Humanities & Social sciences, Commerce, Fine arts, Media & Mass Communication, Hotel & Tourism management and Aviation etc. | Direct Link to Apply to NIMS University Admission"
155,"Vels Institute of Science, Technology & Advanced Studies","Vels University offers various UG, PG, and Research programs in the field of Engineering, Maritime Studies, Nautical Science, Coastal and Ocean Engineering, Animation, Film and Television Production, etc. In addition to this, the university also offers Diploma courses in different specializations. | For admission to the UG and PG course at Vels University, candidates are required to appear for the VELS entrance examination (VEE) and participate in the counseling sessions for final seat allotments."
156,Techno India University,"Techno India University offers B.Sc., Integrated B.Sc-M.Sc., Bachelor degree in VFX, BCA, Integrated BCA-MCA, BBA, Integrated BBA-MBA, Integrated BBA-LLB, BHM, B.Arch, B.Pharm, D.Pharm, B.Sc., GNM, BA and Integrated BA-MA, B.Com, Bachelor of Visual Communication and Digital Design, Bachelor of Game Art and Design, Bachelor of Fine Arts, Diploma in Engineering, Integrated B.Tech, B.Tech, Dual B.Tech-MBA, Dual B.Tech-M.Tech, B.Tech (L), and Integrated B.Tech-M.Tech-Ph.D, LLB, Integrated BBA-LLB and Integrated B.Com-LLB at UG level. | Under PG domain, the University offers M.Sc., Integrated M.Sc.-Ph.D, MCA, Integrated MCA-Ph.D, MBA, M.Arch, M.Pharm, MA, and MA-Ph.D, Postgraduate in Advertising, Design, and Digital Communication, M.Tech and Integrated M.Tech-Ph.D."
157,Vishwakarma Institute of Technology,"VIT Pune Admission is entrance-based. The institute offers B.Tech, B.Tech (Lateral), M.Tech, Ph.D. and Piping Engineering courses. For the B.Tech admissions at VIT Pune, candidates are required to appear for the JEE Main or MHT-CET examination and participate in the state counselling for final seat allotments. VIT Pune M.Tech admission is based on GATE score. Vishwakarma Institute of Technology does not offer management-quota admission for any course."
158,JECRC University - [JU],"JECRC University Admission 2024-25 is open. JECRC University offers several UG, PG, and Ph.D. courses with more than 155 specializations in Engineering & Technology, Computer Applications, Business, Sciences, Humanities & Social Sciences, Law, Mass Communication, Design, Economics, Allied Health Sciences, and Hospitality. The university offers B.Tech, B.Sc., B.Sc (Hons), BBA, BCA, BA, BHMCT, B.Com, B.Des, BPT, etc at the UG level. JECRC University also offers M.Tech, M.Sc., MBA, MCA, LLM, etc at the PG level. In addition, the university also offers the Ph.D. degree. All the courses of JECRC University are approved by AICTE."
