Serial No.,College Name,Course,Fees,Eligibility,Application Date
417,Prathyusha Engineering College - [PEC],"B.Tech
3 Courses",2.2 Lakhs (Total Fees),10+2 with 50%,6 May - 11 Jun 2024
417,Prathyusha Engineering College - [PEC],"BE
7 Courses",2.2 Lakhs (Total Fees),10+2 with 50%,6 May - 11 Jun 2024
417,Prathyusha Engineering College - [PEC],"B.Tech {Lateral}
3 Courses",1.65 Lakhs (Total Fees),10+3 with 50%,-
417,Prathyusha Engineering College - [PEC],"BE {Lateral}
4 Courses",1.65 Lakhs (Total Fees),10+3 with 50%,-
417,Prathyusha Engineering College - [PEC],"M.S
2 Courses","60,000 (Total Fees)",Graduation + TANCET,15 Apr - 14 May 2024
418,RCC Institute of Information Technology - [RCCIIT],"B.Tech
5 Courses",1.79 Lakhs (1st Year Fees),10+2,28 Dec - 27 Jan 2024
418,RCC Institute of Information Technology - [RCCIIT],"B.Tech {Lateral}
5 Courses",1.79 Lakhs (1st Year Fees),Diploma with 60%,-
418,RCC Institute of Information Technology - [RCCIIT],"M.Tech
3 Courses","99,100 (1st Year Fees)",Graduation,-
418,RCC Institute of Information Technology - [RCCIIT],"BCA
1 Course",1.08 Lakhs (1st Year Fees),10+2,-
418,RCC Institute of Information Technology - [RCCIIT],"B.Sc
1 Course",1.08 Lakhs (1st Year Fees),10+2,-
419,RMD Engineering College,"BE
4 Courses",2.2 Lakhs (Total Fees),10+2,6 May - 11 Jun 2024
419,RMD Engineering College,"B.Tech
3 Courses",2.2 Lakhs (Total Fees),10+2,6 May - 11 Jun 2024
419,RMD Engineering College,"ME
1 Course","60,000 (Total Fees)",Graduation,15 Apr - 14 May 2024
420,Sambhram Institute of Technology - [SAIT],"BE
8 Courses",7.64 Lakhs (Total Fees),10+2,24 May - 17 Jun 2024
420,Sambhram Institute of Technology - [SAIT],"M.Tech
4 Courses",1.51 Lakhs (Total Fees),Graduation,27 May - 17 Jun 2024
420,Sambhram Institute of Technology - [SAIT],"MBA
3 Courses",1.28 Lakhs (Total Fees),Graduation,27 May - 17 Jun 2024
420,Sambhram Institute of Technology - [SAIT],MCA,1.28 Lakhs (Total Fees),Graduation,27 May - 17 Jun 2024
421,Sphoorthy Engineering College - [SPHN],"B.Tech
7 Courses","98,000 (1st Year Fees)",10+2,3 Mar - 02 May 2024
421,Sphoorthy Engineering College - [SPHN],"B.Tech {Lateral}
6 Courses","95,000 (1st Year Fees)",10+3,-
421,Sphoorthy Engineering College - [SPHN],"M.Tech
2 Courses","57,000 (1st Year Fees)",Graduation,-
422,Sri Eshwar College of Engineering - [SECE],"B.Tech
3 Courses","43,000 (1st Year Fees)",10+2,6 May - 11 Jun 2024
422,Sri Eshwar College of Engineering - [SECE],"BE
6 Courses","43,000 - 90,000 (Total Fees)",10+2,6 May - 11 Jun 2024
422,Sri Eshwar College of Engineering - [SECE],"BE {Lateral}
4 Courses","43,000 (1st Year Fees)",10+3,-
422,Sri Eshwar College of Engineering - [SECE],"B.Tech {Lateral}
3 Courses","43,000 (1st Year Fees)",10+3,-
422,Sri Eshwar College of Engineering - [SECE],"ME
3 Courses","35,000 (1st Year Fees)",Graduation,15 Apr - 14 May 2024
423,SJB Institute of Technology - [SJBIT],"B.Tech
8 Courses",10.66 Lakhs (Total Fees),10+2 with 45% + JEE Main,24 May - 17 Jun 2024
423,SJB Institute of Technology - [SJBIT],"M.Tech
9 Courses",1.51 Lakhs (Total Fees),Graduation with 50% + Karnataka PGCET,27 May - 17 Jun 2024
423,SJB Institute of Technology - [SJBIT],"MBA
1 Course",1.28 Lakhs (Total Fees),Graduation with 50% + KMAT,-
423,SJB Institute of Technology - [SJBIT],"BE
8 Courses",10.66 Lakhs (Total Fees),10+2 with 45% + JEE Main,24 May - 17 Jun 2024
423,SJB Institute of Technology - [SJBIT],MCA,1.28 Lakhs (Total Fees),Graduation,-
424,The Oxford College of Engineering,"BE
9 Courses",4.17 Lakhs (Total Fees),10+2 with 45%,10 Jan - 20 Feb 2024
424,The Oxford College of Engineering,"MBA
1 Course",1.28 Lakhs (Total Fees),Graduation with 50%,27 May - 17 Jun 2024
424,The Oxford College of Engineering,"M.Tech
5 Courses",1.25 Lakhs - 1.51 Lakhs (Total Fees),Graduation with 50%,27 May - 17 Jun 2024
424,The Oxford College of Engineering,B.Arch,1.28 Lakhs (Total Fees),10+2 with 50%,-
424,The Oxford College of Engineering,MCA,1.28 Lakhs (Total Fees),Graduation with 50%,-
425,Bhilai Institute of Technology - [BITR],"B.Tech
8 Courses","77,564 - 79,214 (1st Year Fees)",10+2 with 45% + JEE Mains,no data found
425,Bhilai Institute of Technology - [BITR],"Polytechnic
2 Courses","44,700 (1st Year Fees)",10th passed,no data found
425,Bhilai Institute of Technology - [BITR],"M.Tech
2 Courses","64,850 - 91,850 (1st Year Fees)",Pass in Graduation + GATE,no data found
425,Bhilai Institute of Technology - [BITR],"B.Tech {Lateral}
5 Courses","79,214 (1st Year Fees)",Diploma,no data found
426,Jaipur Engineering College - [JEC],"B.Tech
8 Courses","85,000 (1st Year Fees)",10+2 with 60% + JEE Main,27 June - 17 Jul 2024
426,Jaipur Engineering College - [JEC],"B.Tech {Lateral}
8 Courses","85,000 (1st Year Fees)",Diploma with 50%,-
426,Jaipur Engineering College - [JEC],"M.Tech
4 Courses","85,000 (1st Year Fees)",B.Tech with 55% + GATE,-
427,Vidyavardhaka College of Engineering - [VVCE],"BE
7 Courses",2.21 Lakhs - 3.12 Lakhs (1st Year Fees),10+2 with 45% + KCET,24 May - 17 Jun 2024
427,Vidyavardhaka College of Engineering - [VVCE],"MBA
6 Courses",1.9 Lakhs (1st Year Fees),Graduation with 50% + CMAT,-
427,Vidyavardhaka College of Engineering - [VVCE],"M.Tech
2 Courses",1.12 Lakhs (1st Year Fees),Graduation with 50% + PGCET,27 May - 17 Jun 2024
427,Vidyavardhaka College of Engineering - [VVCE],"BE {Lateral}
7 Courses",1.2 Lakhs (1st Year Fees),Diploma in Engg.,-
427,Vidyavardhaka College of Engineering - [VVCE],MCA,1.15 Lakhs (1st Year Fees),Graduation with 50%,-
428,Vidya Jyothi Institute of Technology - [VJIT],"B.Tech
11 Courses",1.18 Lakhs (1st Year Fees),10+2,3 Mar - 02 May 2024
428,Vidya Jyothi Institute of Technology - [VJIT],"MBA
3 Courses","53,800 (1st Year Fees)",Graduation,7 Mar - 30 Apr 2024
428,Vidya Jyothi Institute of Technology - [VJIT],"M.Tech
6 Courses","64,500 (1st Year Fees)",Graduation,-
428,Vidya Jyothi Institute of Technology - [VJIT],"B.Tech {Lateral}
11 Courses",1.15 Lakhs - 1.23 Lakhs (1st Year Fees),10+3,-
429,GITAM,"B.Tech
13 Courses",2.7 Lakhs - 3.64 Lakhs (1st Year Fees),10+2 with 60%,26 Apr 2024
429,GITAM,"MBA
2 Courses",4.97 Lakhs (1st Year Fees),Graduation with 50%,26 Apr 2024
429,GITAM,"B.Sc
16 Courses",1.05 Lakhs - 1.89 Lakhs (1st Year Fees),10+2 with 50%,26 Apr 2024
429,GITAM,"BBA
3 Courses",2.56 Lakhs (1st Year Fees),10+2 with 60%,26 Apr 2024
429,GITAM,"BCA
1 Course",1.89 Lakhs (1st Year Fees),10+2 with 50%,26 Apr 2024
430,Modern Vidya Niketan - [MVN University],"B.Tech
5 Courses",1 Lakh - 1.45 Lakhs (1st Year Fees),10+2 with 50%,29 May - 07 Aug 2024
430,Modern Vidya Niketan - [MVN University],"MBA
6 Courses",1 Lakh (1st Year Fees),Graduation with 50%,-
430,Modern Vidya Niketan - [MVN University],"BBA
3 Courses","75,200 - 85,200 (1st Year Fees)",10+2 with 50%,31 Aug 2024
430,Modern Vidya Niketan - [MVN University],"Ph.D
6 Courses",1.05 Lakhs (1st Year Fees),Post Graduation with 55%,-
430,Modern Vidya Niketan - [MVN University],"BCA
2 Courses","80,200 - 85,200 (1st Year Fees)",10+2 with 50%,-
431,Arni University,L.L.B,"72,600 (1st Year Fees)",Graduation,-
431,Arni University,"B.Sc
17 Courses","34,939 - 62,890 (1st Year Fees)",10+2,31 May 2024
431,Arni University,B.Pharm,1.35 Lakhs (1st Year Fees),10+2,31 May 2024
431,Arni University,"B.Tech
5 Courses",1.27 Lakhs - 1.28 Lakhs (1st Year Fees),10+2 with 75% + JEE Main,31 May 2024
431,Arni University,"MBA
8 Courses",1.4 Lakhs (1st Year Fees),Graduation,31 May 2024
432,Bahra University - [BU],"B.Tech
9 Courses",1.15 Lakhs - 1.56 Lakhs (1st Year Fees),10+2 with 45%,17 May - 15 Aug 2024
432,Bahra University - [BU],"BCA
4 Courses","74,700 - 89,850 (1st Year Fees)",10+2 with 45%,17 May - 15 Aug 2024
432,Bahra University - [BU],"Ph.D
9 Courses","89,850 - 94,900 (1st Year Fees)",Post Graduation with 55%,10 Jan 2024
432,Bahra University - [BU],"M.Sc
6 Courses","49,450 - 84,800 (1st Year Fees)",B.Sc. with 50%,17 May - 15 Aug 2024
432,Bahra University - [BU],"B.Sc
14 Courses","45,000 - 1.05 Lakhs (1st Year Fees)",10+2 with 45%,17 May - 15 Aug 2024
433,Amrita Vishwa Vidyapeetham Bengaluru Campus,"B.Tech
7 Courses",1 Lakh (1st Year Fees),10+2 with 75% + AEEE,-
433,Amrita Vishwa Vidyapeetham Bengaluru Campus,"M.Tech
9 Courses",1.49 Lakhs (1st Year Fees),Pass in Graduation + GATE,-
433,Amrita Vishwa Vidyapeetham Bengaluru Campus,"M.Sc
3 Courses",1.1 Lakhs (1st Year Fees),Graduation,-
433,Amrita Vishwa Vidyapeetham Bengaluru Campus,"MBA
5 Courses",13.6 Lakhs (Total Fees),Pass in Graduation + CAT,-
433,Amrita Vishwa Vidyapeetham Bengaluru Campus,"Ph.D.
10 Courses","30,000 (1st Year Fees)",Post Graduation,14 Apr 2024
434,Sangam University - [SU],"B.Tech
8 Courses",1 Lakh (1st Year Fees),10+2 with 45%,-
434,Sangam University - [SU],"Ph.D
7 Courses",1 Lakh (1st Year Fees),Post Graduation,-
434,Sangam University - [SU],"B.Sc {Hons.}
2 Courses","75,000 (1st Year Fees)",10+2 with 45%,-
434,Sangam University - [SU],"PG Diploma
12 Courses","15,000 - 50,000 (Total Fees)",Graduation,15 Aug 2024
434,Sangam University - [SU],"BCA
1 Course","60,000 (1st Year Fees)",10+2 with 50%,-
435,Periyar Maniammai Institute of Science and Technology - [PMIST],"B.Tech
20 Courses",1.15 Lakhs - 1.49 Lakhs (1st Year Fees),10+2 with 45%,31 May 2024
435,Periyar Maniammai Institute of Science and Technology - [PMIST],"B.Sc
10 Courses","24,000 - 71,500 (1st Year Fees)",10+2,31 May 2024
435,Periyar Maniammai Institute of Science and Technology - [PMIST],"MBA
8 Courses",1.14 Lakhs (1st Year Fees),Graduation with 50%,31 May 2024
435,Periyar Maniammai Institute of Science and Technology - [PMIST],"BCA
1 Course","42,500 (1st Year Fees)",10+2,31 May 2024
435,Periyar Maniammai Institute of Science and Technology - [PMIST],"B.Com
4 Courses","36,500 - 41,500 (1st Year Fees)",10+2,31 May 2024
436,Shri Venkateshwara University - [SVU],"B.Tech
5 Courses",1.25 Lakhs (1st Year Fees),10+2 with 45% + JEE Main,-
436,Shri Venkateshwara University - [SVU],"Ph.D
10 Courses",2.2 Lakhs - 2.5 Lakhs (Total Fees),Post Graduation,-
436,Shri Venkateshwara University - [SVU],"B.Sc
7 Courses","21,000 (1st Year Fees)",10+2,31 Aug 2024
436,Shri Venkateshwara University - [SVU],"B.Sc (Nursing)
1 Course","83,500 (1st Year Fees)",10+2,-
436,Shri Venkateshwara University - [SVU],"M.Sc
7 Courses","23,500 (1st Year Fees)",Graduation,31 Aug 2024
437,St Joseph College of Engineering,"B.Tech
5 Courses","60,000 (1st Year Fees)",10+2 with 75% + JEE Main,6 May - 11 Jun 2024
437,St Joseph College of Engineering,"BE
7 Courses","60,000 (1st Year Fees)",10+2 with 75% + JEE Main,6 May - 11 Jun 2024
437,St Joseph College of Engineering,"MBA
1 Course","36,000 (1st Year Fees)",Graduation with 50% + TANCET,10 June - 04 Jul 2024
437,St Joseph College of Engineering,"ME
8 Courses","70,000 (1st Year Fees)",Graduation with 50% + TANCET,15 Apr - 14 May 2024
437,St Joseph College of Engineering,"M.Tech
1 Course","70,000 (1st Year Fees)",Graduation with 50% + TANCET,15 Apr - 14 May 2024
438,Lakshmi Narain College of Technology - [LNCT],"BE
8 Courses",1.19 Lakhs - 1.33 Lakhs (1st Year Fees),10+2 with 50%+JEE MAINS,13 June - 18 Aug 2024
438,Lakshmi Narain College of Technology - [LNCT],"B.Tech
12 Courses",1 Lakh - 1.37 Lakhs (1st Year Fees),10+2 with 50%+JEE MAINS,13 June - 18 Aug 2024
438,Lakshmi Narain College of Technology - [LNCT],"B.Tech {Lateral}
9 Courses",1 Lakh - 1.37 Lakhs (1st Year Fees),Diploma with 60%+JEE MAINS,-
438,Lakshmi Narain College of Technology - [LNCT],"ME
9 Courses","62,000 (1st Year Fees)",Pass in Graduation + GATE,31 July 2024
438,Lakshmi Narain College of Technology - [LNCT],"M.Tech
9 Courses","62,000 (1st Year Fees)",Graduation with 60%+GATE,31 July 2024
439,GMR Institute of Technology - [GMRIT],"B.Tech
10 Courses","72,600 (1st Year Fees)",10+2 + EAMCET,11 Mar - 25 Jul 2024
439,GMR Institute of Technology - [GMRIT],"B.Tech {Lateral}
8 Courses",2.18 Lakhs (Total Fees),10+3 + ECET,-
439,GMR Institute of Technology - [GMRIT],"M.Tech
7 Courses","49,500 (1st Year Fees)",Pass in Graduation + GATE,23 Mar - 12 May 2024
440,Panimalar Institute of Technology-[PIT],"BE
4 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,no data found
440,Panimalar Institute of Technology-[PIT],"B.Tech
3 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,no data found
441,Muthayammal Engineering College - [MEC],"B.Tech
4 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
441,Muthayammal Engineering College - [MEC],"BE
14 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
441,Muthayammal Engineering College - [MEC],"BE {Lateral}
5 Courses",1.65 Lakhs (Total Fees),10+3 with 50% + TNEA,-
441,Muthayammal Engineering College - [MEC],"ME
8 Courses","60,000 (Total Fees)",Graduation with 50% + TANCET,15 Apr - 14 May 2024
441,Muthayammal Engineering College - [MEC],"B.Tech {Lateral}
3 Courses",1.65 Lakhs (Total Fees),10+3 with 50% + TNEA,-
442,Technocrats Institute of Technology - [TIT] (Excellence),"B.Tech
9 Courses","74,400 (1st Year Fees)",10+2,13 June - 18 Aug 2024
442,Technocrats Institute of Technology - [TIT] (Excellence),"MBA
1 Course","55,000 (1st Year Fees)",Graduation,-
442,Technocrats Institute of Technology - [TIT] (Excellence),"M.Tech
3 Courses","60,000 (1st Year Fees)",Graduation,5 July - 15 Sept 2024
442,Technocrats Institute of Technology - [TIT] (Excellence),MCA,"46,500 (1st Year Fees)",Graduation,30 June - 15 Sept 2024
443,Vel Tech Rangarajan Dr. Sagunthala R and D Institute of Science and Technology - [Vel Tech],"B.Tech
14 Courses",3.1 Lakhs (1st Year Fees),10+2 with 60% + VTUEEE,no data found
443,Vel Tech Rangarajan Dr. Sagunthala R and D Institute of Science and Technology - [Vel Tech],"MBA
5 Courses",1.5 Lakhs (1st Year Fees),Graduation with 50%,no data found
443,Vel Tech Rangarajan Dr. Sagunthala R and D Institute of Science and Technology - [Vel Tech],"B.Sc
2 Courses","75,000 (1st Year Fees)",10+2,no data found
443,Vel Tech Rangarajan Dr. Sagunthala R and D Institute of Science and Technology - [Vel Tech],"M.Tech
12 Courses","62,500 - 82,500 (1st Year Fees)",Graduation,no data found
443,Vel Tech Rangarajan Dr. Sagunthala R and D Institute of Science and Technology - [Vel Tech],"B.Tech {Lateral}
14 Courses","92,500 - 1.35 Lakhs (1st Year Fees)",Diploma,no data found
444,RNB Global University - [RNBGU],"B.Tech
6 Courses","90,000 - 1.15 Lakhs (1st Year Fees)",10+2 with 50% + JEE Mains,31 Aug 2024
444,RNB Global University - [RNBGU],"B.Sc
8 Courses","45,000 - 55,000 (1st Year Fees)",10+2,31 Aug 2024
444,RNB Global University - [RNBGU],"MBA
7 Courses",1.15 Lakhs (1st Year Fees),Graduation with 50%,31 Aug 2024
444,RNB Global University - [RNBGU],"BBA
5 Courses","60,000 (1st Year Fees)",10+2,31 Aug 2024
444,RNB Global University - [RNBGU],"B.Sc {Hons.}
1 Course","70,000 (1st Year Fees)",10+2,31 Aug 2024
445,Axis Colleges,"B.Tech
8 Courses","81,700 - 1.19 Lakhs (1st Year Fees)",10+2 with 45%+UPTAC,11 June - 30 Jul 2024
445,Axis Colleges,"Polytechnic
3 Courses","53,500 (1st Year Fees)",10th with 35%,-
445,Axis Colleges,"Diploma
3 Courses","43,500 (1st Year Fees)",10th with 35%,-
445,Axis Colleges,"BCA
1 Course","60,700 (1st Year Fees)",10+2 with 45%,12 Aug 2024
445,Axis Colleges,"B.Tech {Lateral}
8 Courses","71,700 - 96,700 (1st Year Fees)",Diploma,-
446,Amity University,"B.Tech
7 Courses",1.95 Lakhs - 3.5 Lakhs (1st Year Fees),10+2 with 55% + Amity JEE,15 Oct 2024
446,Amity University,"Polytechnic
7 Courses","70,000 (1st Year Fees)",10th,-
446,Amity University,"Diploma
6 Courses","70,000 (1st Year Fees)",10th,-
446,Amity University,"MBA
6 Courses",4.32 Lakhs - 6.6 Lakhs (1st Year Fees),Pass in Graduation + CAT,15 Oct 2024
446,Amity University,"BBA
4 Courses",2.73 Lakhs - 3.64 Lakhs (1st Year Fees),10+2,15 Oct 2024
447,Netaji Subhas Institute of Technology - [NSIT],"B.Tech
5 Courses",1.08 Lakhs (1st Year Fees),10+2 + JEE Main,no data found
447,Netaji Subhas Institute of Technology - [NSIT],"Polytechnic
3 Courses","67,700 (1st Year Fees)",10th passed,no data found
448,Excel Engineering College,"B.Tech
4 Courses","55,000 (1st Year Fees)",10+2 with 45%,6 May - 11 Jun 2024
448,Excel Engineering College,"BE
10 Courses",2.1 Lakhs (1st Year Fees),10+2 with 45%,6 May - 11 Jun 2024
448,Excel Engineering College,"B.E {Lateral}
8 Courses","35,000 (1st Year Fees)",Diploma with 55%,-
448,Excel Engineering College,"ME
6 Courses","50,000 (1st Year Fees)",Graduation,15 Apr - 14 May 2024
448,Excel Engineering College,"B.Tech {Lateral}
3 Courses","35,000 (1st Year Fees)",Diploma with 55%,-
449,Muthayammal College of Engineering - [MCE],"BE
8 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,-
449,Muthayammal College of Engineering - [MCE],"B.Tech
3 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,-
449,Muthayammal College of Engineering - [MCE],"M.E
7 Courses","60,000 (Total Fees)",Graduation with 50% + TANCET,15 Apr - 14 May 2024
449,Muthayammal College of Engineering - [MCE],"MBA
1 Course","41,000 (Total Fees)",-,-
449,Muthayammal College of Engineering - [MCE],"BE {Lateral}
6 Courses",1.65 Lakhs (Total Fees),10+3 with 50% + TNEA,-
450,Sandip University,"B.Tech
10 Courses","75,000 - 1.65 Lakhs (1st Year Fees)",10+2 with 45%,4 Apr 2024
450,Sandip University,"M.Tech
12 Courses","70,000 - 1.5 Lakhs (1st Year Fees)",Graduation with 50%,4 Jan - 24 Aug 2024
450,Sandip University,"BBA
2 Courses","70,000 - 1 Lakh (1st Year Fees)",10+2 with 45%,4 Jan - 24 Aug 2024
450,Sandip University,"Ph.D
4 Courses","92,000 - 1.25 Lakhs (1st Year Fees)",Post Graduation with 55%,15 Feb 2024
450,Sandip University,"B.Voc.
33 Courses","40,000 - 50,000 (1st Year Fees)",10+2,4 Jan - 24 Aug 2024
451,IIMT University - [IIMTU],"B.Sc
13 Courses","26,550 - 80,550 (1st Year Fees)",10+2 with 40%,11 Aug 2024
451,IIMT University - [IIMTU],"B.Tech
6 Courses","78,550 - 1.5 Lakhs (1st Year Fees)",10+2 with 45%,11 Aug 2024
451,IIMT University - [IIMTU],"B.Sc (Nursing)
1 Course",1.88 Lakhs (1st Year Fees),10+2 with 45%,11 Aug 2024
451,IIMT University - [IIMTU],"MBA
3 Courses","84,550 - 1.13 Lakhs (1st Year Fees)",Graduation with 45%,11 Aug 2024
451,IIMT University - [IIMTU],"BCA
2 Courses","77,550 - 87,550 (1st Year Fees)",10+2 with 40%,11 Aug 2024
452,Bengal College of Engineering - [BCE],"B.Tech
3 Courses","98,500 (1st Year Fees)",10+2 with 45% + JEE Main,no data found
452,Bengal College of Engineering - [BCE],"B.Tech {Lateral}
3 Courses","98,500 (1st Year Fees)",10+3 with 45% + WBJEE,no data found
453,Apex University - [AU],"BCA
7 Courses","80,000 - 90,000 (1st Year Fees)",10+2,15 Aug 2024
453,Apex University - [AU],"B.Sc (Nursing)
1 Course",1.5 Lakhs (1st Year Fees),10+2 with 45%,15 Aug 2024
453,Apex University - [AU],"B.Tech
10 Courses","75,000 - 1.3 Lakhs (1st Year Fees)",10+2 with 45%,15 Aug 2024
453,Apex University - [AU],"B.Sc
13 Courses","30,000 - 1.75 Lakhs (1st Year Fees)",10+2 with 45%,15 Aug 2024
453,Apex University - [AU],"Diploma
20 Courses","18,000 - 85,000 (Total Fees)",10+2,15 Aug 2024
454,JSS Science and Technology University -[JSSSTU],"BE
13 Courses",4.17 Lakhs - 10.66 Lakhs (Total Fees),no data found,24 May - 17 Jun 2024
454,JSS Science and Technology University -[JSSSTU],"MBA
6 Courses",1.28 Lakhs (Total Fees),no data found,27 May - 17 Jun 2024
454,JSS Science and Technology University -[JSSSTU],"M.Sc
2 Courses",2.04 Lakhs (1st Year Fees),no data found,-
454,JSS Science and Technology University -[JSSSTU],"M.Tech
17 Courses",1.51 Lakhs (Total Fees),no data found,27 May - 17 Jun 2024
454,JSS Science and Technology University -[JSSSTU],"BCA
1 Course",1.73 Lakhs (1st Year Fees),no data found,-
455,Dev Bhoomi Uttarakhand University - [DBUU],"B.Tech
12 Courses",1 Lakh - 1.65 Lakhs (1st Year Fees),10+2 with 45%,30 Apr 2024
455,Dev Bhoomi Uttarakhand University - [DBUU],"B.Sc
16 Courses","60,000 - 90,000 (1st Year Fees)",10+2,30 Apr 2024
455,Dev Bhoomi Uttarakhand University - [DBUU],"MBA
8 Courses",1.5 Lakhs - 1.6 Lakhs (1st Year Fees),Graduation with 50%,30 Apr 2024
455,Dev Bhoomi Uttarakhand University - [DBUU],"B.Sc {Hons.}
11 Courses","60,000 - 90,000 (1st Year Fees)",10+2 with 45%,30 Apr 2024
455,Dev Bhoomi Uttarakhand University - [DBUU],"BBA
9 Courses","80,000 - 90,000 (1st Year Fees)",10+2 with 45%,30 Apr 2024
456,Eternal University - [EU],"B.Sc
3 Courses","40,000 - 57,250 (1st Year Fees)",10+2,no data found
456,Eternal University - [EU],"B.Sc (Nursing)
1 Course","47,000 (1st Year Fees)",10+2,no data found
456,Eternal University - [EU],"M.Sc
18 Courses","50,000 - 1.6 Lakhs (1st Year Fees)",Graduation,no data found
456,Eternal University - [EU],"B.Sc {Hons.}
5 Courses","55,000 - 75,000 (1st Year Fees)",10+2,no data found
456,Eternal University - [EU],"B.Tech
3 Courses","70,000 - 1.18 Lakhs (1st Year Fees)",10+2 with 55% + JEE Main,no data found
