Serial No.,College Name,Course Name,Cutoff Mark
105,Alliance College of Engineering and Design,B.Tech Cyber Security,14830
105,Alliance College of Engineering and Design,B.Tech Computer Science and Engineering - Internet of Things,15843
105,Alliance College of Engineering and Design,B.Tech Electronics & Communication Engineering,20818
105,Alliance College of Engineering and Design,B.Tech Aerospace Engineering,20946
105,Alliance College of Engineering and Design,B.Tech Information Technology,22902
105,Alliance College of Engineering and Design,B.Tech Data Analytics,23087
105,Alliance College of Engineering and Design,B.Tech AR/VR,34351
105,Alliance College of Engineering and Design,B.Tech Electrical and Electronics Engineering,35657
105,Alliance College of Engineering and Design,B.Tech Mechanical Engineering,60972
105,Alliance College of Engineering and Design,B.Tech Civil Engineering,64220
106,Saveetha School of Engineering - [SSE],No data found,No data found
107,Pimpri Chinchwad College of Engineering - [PCCOE],"B.Tech Information Technology
Compare",98.32
107,Pimpri Chinchwad College of Engineering - [PCCOE],"B.Tech Computer Engineering
Compare",98.23
107,Pimpri Chinchwad College of Engineering - [PCCOE],"B.Tech Artificial Intelligence and Machine Learning
Compare",98.11
107,Pimpri Chinchwad College of Engineering - [PCCOE],"B.Tech Electronics & Telecommunication Engineering
Compare",97.35
107,Pimpri Chinchwad College of Engineering - [PCCOE],"B.Tech Mechanical Engineering
Compare",94.17
107,Pimpri Chinchwad College of Engineering - [PCCOE],"MCA
Compare",98.06
107,Pimpri Chinchwad College of Engineering - [PCCOE],"B.Tech Information Technology
Compare",2306
107,Pimpri Chinchwad College of Engineering - [PCCOE],"B.Tech Computer Engineering
Compare",2464
107,Pimpri Chinchwad College of Engineering - [PCCOE],"B.Tech Artificial Intelligence
Compare",2675
107,Pimpri Chinchwad College of Engineering - [PCCOE],"B.Tech Electronics & Telecommunication Engineering
Compare",4953
107,Pimpri Chinchwad College of Engineering - [PCCOE],"B.Tech Mechanical Engineering
Compare",12367
107,Pimpri Chinchwad College of Engineering - [PCCOE],"B.Tech Information Technology
Compare",2306
107,Pimpri Chinchwad College of Engineering - [PCCOE],"B.Tech Computer Engineering
Compare",2464
107,Pimpri Chinchwad College of Engineering - [PCCOE],"B.Tech Artificial Intelligence
Compare",2675
107,Pimpri Chinchwad College of Engineering - [PCCOE],"B.Tech Electronics & Telecommunication Engineering
Compare",4953
107,Pimpri Chinchwad College of Engineering - [PCCOE],"B.Tech Mechanical Engineering
Compare",12367
107,Pimpri Chinchwad College of Engineering - [PCCOE],"MBA
Compare",50
108,Dwarkadas J Sanghvi College of Engineering - [DJSCE],"BE Computer Engineering
Compare",99.52
108,Dwarkadas J Sanghvi College of Engineering - [DJSCE],"BE (Information Technology)
Compare",99.21
108,Dwarkadas J Sanghvi College of Engineering - [DJSCE],"BE Artificial Intelligence and Data Science
Compare",99.04
108,Dwarkadas J Sanghvi College of Engineering - [DJSCE],"BE IOT & Cyber Security Including Blockchain
Compare",98.87
108,Dwarkadas J Sanghvi College of Engineering - [DJSCE],"BE Artificial Intelligence & Machine Learning
Compare",98.85
108,Dwarkadas J Sanghvi College of Engineering - [DJSCE],"BE Computer Engineering
Compare",697
108,Dwarkadas J Sanghvi College of Engineering - [DJSCE],"BE (Information Technology)
Compare",960
108,Dwarkadas J Sanghvi College of Engineering - [DJSCE],"BE Data Science
Compare",1179
108,Dwarkadas J Sanghvi College of Engineering - [DJSCE],"BE Artificial Intelligence and Data Science
Compare",1323
108,Dwarkadas J Sanghvi College of Engineering - [DJSCE],"BE Artificial Intelligence & Machine Learning
Compare",1367
108,Dwarkadas J Sanghvi College of Engineering - [DJSCE],"BE Computer Engineering
Compare",697
108,Dwarkadas J Sanghvi College of Engineering - [DJSCE],"BE (Information Technology)
Compare",960
108,Dwarkadas J Sanghvi College of Engineering - [DJSCE],"BE Data Science
Compare",1179
108,Dwarkadas J Sanghvi College of Engineering - [DJSCE],"BE Artificial Intelligence and Data Science
Compare",1323
108,Dwarkadas J Sanghvi College of Engineering - [DJSCE],"BE Artificial Intelligence & Machine Learning
Compare",1367
109,Fr. Conceicao Rodrigues College of Engineering - [CRCE],"BE Computer Science and Engineering
Compare",90.41
109,Fr. Conceicao Rodrigues College of Engineering - [CRCE],"BE Computer Engineering
Compare",87.13
109,Fr. Conceicao Rodrigues College of Engineering - [CRCE],"BE Mechanical Engineering
Compare",36.93
109,Fr. Conceicao Rodrigues College of Engineering - [CRCE],"BE Computer Engineering
Compare",2629
109,Fr. Conceicao Rodrigues College of Engineering - [CRCE],"BE Artificial Intelligence and Data Science
Compare",3079
109,Fr. Conceicao Rodrigues College of Engineering - [CRCE],"BE Electronics and Computer Engineering
Compare",5270
109,Fr. Conceicao Rodrigues College of Engineering - [CRCE],"BE Mechanical Engineering
Compare",12390
109,Fr. Conceicao Rodrigues College of Engineering - [CRCE],"BE Computer Engineering
Compare",2629
109,Fr. Conceicao Rodrigues College of Engineering - [CRCE],"BE Artificial Intelligence and Data Science
Compare",3079
109,Fr. Conceicao Rodrigues College of Engineering - [CRCE],"BE Electronics and Computer Engineering
Compare",5270
109,Fr. Conceicao Rodrigues College of Engineering - [CRCE],"BE Mechanical Engineering
Compare",12390
110,Dr. M.G.R. Educational and Research Institute,No data found,No data found
111,Basaveshwar Engineering College - [BEC],BE Computer Science and Engineering,17684
111,Basaveshwar Engineering College - [BEC],BE Electronics & Communication Engineering,28782
111,Basaveshwar Engineering College - [BEC],BE Electrical and Electronics Engineering,54031
111,Basaveshwar Engineering College - [BEC],BE Civil Engineering,90632
111,Basaveshwar Engineering College - [BEC],BE Industrial & Production Engineering,135383
111,Basaveshwar Engineering College - [BEC],BE Computer Science and Engineering,39970
111,Basaveshwar Engineering College - [BEC],BE Artificial Intelligence & Machine Learning,48966
111,Basaveshwar Engineering College - [BEC],BE Electronics & Communication Engineering,50178
111,Basaveshwar Engineering College - [BEC],BE Information Science & Engineering,66869
111,Basaveshwar Engineering College - [BEC],BE Biotechnology,67629
111,Basaveshwar Engineering College - [BEC],M.Tech Defence Technology,2874
111,Basaveshwar Engineering College - [BEC],M.Tech Environmental Engineering,4391
111,Basaveshwar Engineering College - [BEC],M.Tech Machine Design,4697
111,Basaveshwar Engineering College - [BEC],M.Tech Geotechnical Engineering,5215
111,Basaveshwar Engineering College - [BEC],M.Tech Structural Engineering,5332
112,MKSSS's Cummins College of Engineering for Women,B.Tech Computer Engineering,99.22
112,MKSSS's Cummins College of Engineering for Women,B.Tech Information Technology,98.84
112,MKSSS's Cummins College of Engineering for Women,B.Tech Electronics & Telecommunication Engineering,98.02
112,MKSSS's Cummins College of Engineering for Women,B.Tech Instrumentation & Control Engineering,96.87
112,MKSSS's Cummins College of Engineering for Women,B.Tech Mechanical Engineering,-
112,MKSSS's Cummins College of Engineering for Women,B.Tech Computer Engineering,2666
112,MKSSS's Cummins College of Engineering for Women,B.Tech Information Technology,3159
112,MKSSS's Cummins College of Engineering for Women,B.Tech Electronics & Telecommunication Engineering,5681
112,MKSSS's Cummins College of Engineering for Women,B.Tech Instrumentation & Control Engineering,11941
112,MKSSS's Cummins College of Engineering for Women,B.Tech Mechanical Engineering,12155
112,MKSSS's Cummins College of Engineering for Women,B.Tech Computer Engineering,2666
112,MKSSS's Cummins College of Engineering for Women,B.Tech Information Technology,3159
112,MKSSS's Cummins College of Engineering for Women,B.Tech Electronics & Telecommunication Engineering,5681
112,MKSSS's Cummins College of Engineering for Women,B.Tech Instrumentation & Control Engineering,11941
112,MKSSS's Cummins College of Engineering for Women,B.Tech Mechanical Engineering,12155
113,Sagi Ramakrishnam Raju Engineering College - [SRKR ],B.Tech Computer Science Engineering,6320
113,Sagi Ramakrishnam Raju Engineering College - [SRKR ],B.Tech Artificial Intelligence and Machine Learning,10713
113,Sagi Ramakrishnam Raju Engineering College - [SRKR ],B.Tech Artificial Intelligence and Data Science,11734
113,Sagi Ramakrishnam Raju Engineering College - [SRKR ],B.Tech Electronics & Communication Engineering,14554
113,Sagi Ramakrishnam Raju Engineering College - [SRKR ],B.Tech Internet of Things & Cyber Security Including Blockchain Technology,15054
113,Sagi Ramakrishnam Raju Engineering College - [SRKR ],B.Tech Computer Science and Business Systems,16192
113,Sagi Ramakrishnam Raju Engineering College - [SRKR ],B.Tech Information Technology,30886
113,Sagi Ramakrishnam Raju Engineering College - [SRKR ],B.Tech Electrical and Electronics Engineering,31777
113,Sagi Ramakrishnam Raju Engineering College - [SRKR ],B.Tech Computer Science and Information Technology,52925
113,Sagi Ramakrishnam Raju Engineering College - [SRKR ],B.Tech Computer Science and Design,57031
113,Sagi Ramakrishnam Raju Engineering College - [SRKR ],B.Tech Civil Engineering,72359
113,Sagi Ramakrishnam Raju Engineering College - [SRKR ],B.Tech Mechanical Engineering,81249
114,Sri Sairam Institute of Technology - [SSIT],BE Computer and Communication Engineering,11021
114,Sri Sairam Institute of Technology - [SSIT],B.Tech Electrical and Electronics Engineering,18366
114,Sri Sairam Institute of Technology - [SSIT],B.Tech Cyber Security,23817
114,Sri Sairam Institute of Technology - [SSIT],B.Tech Information Technology,25139
114,Sri Sairam Institute of Technology - [SSIT],BE Electronics & Communication Engineering,25663
114,Sri Sairam Institute of Technology - [SSIT],MBA,83
115,Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College,BE Electronics & Communication Engineering,8892
115,Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College,BE Computer Science and Engineering,9886
115,Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College,B.Tech Information Technology,13764
115,Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College,B.Tech Artificial Intelligence and Data Science,14022
115,Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College,B.Tech Computer Science and Business Systems,-
115,Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College,BE Electrical and Electronics Engineering,-
115,Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College,BE Biomedical Engineering,-
115,Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College,BE Mechanical Engineering,-
116,Thakur College of Engineering and Technology - [TCET],"BE Computer Engineering
Compare",97.05
116,Thakur College of Engineering and Technology - [TCET],"BE (Information Technology)
Compare",96.22
116,Thakur College of Engineering and Technology - [TCET],"B.Tech Artificial Intelligence and Data Science
Compare",95.79
116,Thakur College of Engineering and Technology - [TCET],"B.Tech Artificial Intelligence and Machine Learning
Compare",95.69
116,Thakur College of Engineering and Technology - [TCET],"BE Cyber Security
Compare",95.48
116,Thakur College of Engineering and Technology - [TCET],"BE Computer Engineering
Compare",2605
116,Thakur College of Engineering and Technology - [TCET],"BE (Information Technology)
Compare",3565
116,Thakur College of Engineering and Technology - [TCET],"BE Cyber Security
Compare",4037
116,Thakur College of Engineering and Technology - [TCET],"B.Tech Artificial Intelligence and Data Science
Compare",4421
116,Thakur College of Engineering and Technology - [TCET],"B.Tech Artificial Intelligence and Machine Learning
Compare",4585
116,Thakur College of Engineering and Technology - [TCET],"BE Computer Engineering
Compare",2605
116,Thakur College of Engineering and Technology - [TCET],"BE (Information Technology)
Compare",3565
116,Thakur College of Engineering and Technology - [TCET],"BE Cyber Security
Compare",4037
116,Thakur College of Engineering and Technology - [TCET],"B.Tech Artificial Intelligence and Data Science
Compare",4421
116,Thakur College of Engineering and Technology - [TCET],"B.Tech Artificial Intelligence and Machine Learning
Compare",4585
116,Thakur College of Engineering and Technology - [TCET],"MBA
Compare",97.96
117,Easwari Engineering College - [EEC],"B.Tech Data Science and Artificial Intelligence
Compare",23268
117,Easwari Engineering College - [EEC],"BE Electronics & Communication Engineering
Compare",25087
117,Easwari Engineering College - [EEC],"BE Biomedical Engineering
Compare",25111
117,Easwari Engineering College - [EEC],"BE Artificial Intelligence & Machine Learning
Compare",26414
117,Easwari Engineering College - [EEC],"BE Computer Science and Engineering
Compare",26526
117,Easwari Engineering College - [EEC],"MCA
Compare",795
118,Gayatri Vidya Parishad College of Engineering,"B.Tech Data Science
Compare",4058
118,Gayatri Vidya Parishad College of Engineering,"B.Tech Electronics & Communication Engineering
Compare",4806
